episode,timestep,reward_sum,reward_mean,steps,energy_cost_zar,demand_charge_zar
1,672,-1326.7031,-1.974261,672,126453.84,0.0
2,1344,-1014.8048,-1.510126,672,95902.77,0.0
3,2016,-1258.9871,-1.873493,672,120432.69,0.0
4,2688,-1082.9774,-1.611573,672,104172.08,0.0
5,3360,-1078.8529,-1.605436,672,103490.09,0.0
6,4032,-966.6544,-1.438474,672,92335.82,0.0
7,4704,-1038.047,-1.544713,672,99102.74,0.0
8,5376,-957.1959,-1.424399,672,81530.95,9660.0
9,6048,-1034.4062,-1.539295,672,99589.33,0.0
10,6720,-1001.5624,-1.49042,672,95500.05,0.0
11,7392,-997.1015,-1.483782,672,94871.54,0.0
12,8064,-824.0374,-1.226246,672,77315.55,0.0
13,8736,-826.4498,-1.229836,672,75299.71,0.0
14,9408,-945.1453,-1.406466,672,85217.32,0.0
15,10080,-960.2638,-1.428964,672,88436.87,0.0
16,10752,-993.055,-1.47776,672,95070.64,0.0
17,11424,-1319.7781,-1.963956,672,127880.59,0.0
18,12096,-816.2061,-1.214592,672,77030.58,0.0
19,12768,-1209.8443,-1.800364,672,116386.63,0.0
20,13440,-798.7858,-1.188669,672,75052.47,0.0
21,14112,-884.4249,-1.316108,672,84461.05,0.0
22,14784,-1114.9839,-1.659202,672,106220.66,0.0
23,15456,-1230.3157,-1.830827,672,119018.65,0.0
24,16128,-797.3615,-1.18655,672,74518.48,0.0
25,16800,-1233.2806,-1.835239,672,118045.64,0.0
26,17472,-782.8954,-1.165023,672,71278.33,0.0
27,18144,-800.2247,-1.190811,672,73939.12,0.0
28,18816,-849.6736,-1.264395,672,79138.79,0.0
29,19488,-768.4057,-1.143461,672,71137.39,0.0
30,20160,-1081.1679,-1.608881,672,101185.19,0.0
31,20832,-778.4362,-1.158387,672,70967.5,0.0
32,21504,-987.0582,-1.468837,672,93256.54,0.0
33,22176,-928.6891,-1.381978,672,85837.79,0.0
34,22848,-765.1419,-1.138604,672,70255.86,0.0
35,23520,-945.2484,-1.40662,672,87843.13,0.0
36,24192,-981.209,-1.460132,672,91661.22,0.0
37,24864,-1119.2881,-1.665607,672,105501.96,0.0
38,25536,-977.9065,-1.455218,672,93228.32,0.0
39,26208,-1128.7053,-1.679621,672,107763.62,0.0
40,26880,-1097.6722,-1.633441,672,106250.55,0.0
41,27552,-808.8105,-1.203587,672,74703.83,0.0
42,28224,-830.9985,-1.236605,672,76525.64,0.0
43,28896,-820.1725,-1.220495,672,76277.74,0.0
44,29568,-770.4571,-1.146514,672,71977.51,0.0
45,30240,-1064.5489,-1.58415,672,99705.04,0.0
46,30912,-1115.9204,-1.660596,672,106643.77,0.0
47,31584,-793.365,-1.180603,672,73510.16,0.0
48,32256,-1052.1962,-1.565768,672,98364.34,0.0
49,32928,-919.8818,-1.368872,672,85177.59,0.0
50,33600,-935.7163,-1.392435,672,87671.33,0.0
51,34272,-1059.0791,-1.576011,672,99999.77,0.0
52,34944,-966.9316,-1.438886,672,92520.15,0.0
53,35616,-801.3157,-1.192434,672,72341.09,0.0
54,36288,-884.144,-1.31569,672,71636.87,11250.0
55,36960,-1083.2279,-1.611946,672,102569.94,0.0
56,37632,-807.9071,-1.202243,672,73717.41,0.0
57,38304,-969.1816,-1.442235,672,91493.62,0.0
58,38976,-1054.4524,-1.569126,672,99306.53,0.0
59,39648,-951.3263,-1.415664,672,90721.24,0.0
60,40320,-770.7818,-1.146997,672,70704.91,0.0
61,40992,-885.2439,-1.317327,672,82363.92,0.0
62,41664,-1051.2683,-1.564387,672,97836.13,0.0
63,42336,-977.9535,-1.455288,672,91170.09,0.0
64,43008,-1071.1935,-1.594038,672,101608.07,0.0
65,43680,-1063.8499,-1.58311,672,98750.7,0.0
66,44352,-768.5385,-1.143659,672,70510.51,0.0
67,45024,-782.9846,-1.165156,672,70753.97,0.0
68,45696,-879.9882,-1.309506,672,81664.12,0.0
69,46368,-770.3392,-1.146338,672,71543.38,0.0
70,47040,-1052.9241,-1.566851,672,99833.56,0.0
71,47712,-973.9867,-1.449385,672,91833.82,0.0
72,48384,-953.0552,-1.418237,672,88954.09,0.0
73,49056,-956.8526,-1.423888,672,91439.82,0.0
74,49728,-1073.9351,-1.598118,672,100819.24,0.0
75,50400,-1092.8286,-1.626233,672,102824.64,0.0
76,51072,-805.3803,-1.198483,672,73937.56,0.0
77,51744,-768.3377,-1.14336,672,71928.34,0.0
78,52416,-1127.2764,-1.677495,672,106767.44,0.0
79,53088,-828.2424,-1.232504,672,76782.96,0.0
80,53760,-1103.1052,-1.641526,672,104836.7,0.0
81,54432,-948.1139,-1.410884,672,88772.96,0.0
82,55104,-924.6896,-1.376026,672,86677.54,0.0
83,55776,-887.4206,-1.320566,672,73228.92,11250.0
84,56448,-964.9427,-1.435927,672,92115.93,0.0
85,57120,-781.65,-1.16317,672,72345.62,0.0
86,57792,-771.9897,-1.148794,672,70237.49,0.0
87,58464,-1002.6735,-1.492074,672,94205.68,0.0
88,59136,-1120.3863,-1.667242,672,106688.41,0.0
89,59808,-1082.7689,-1.611263,672,104201.5,0.0
90,60480,-758.0622,-1.128069,672,69132.68,0.0
91,61152,-1049.0482,-1.561084,672,99763.34,0.0
92,61824,-851.2321,-1.266714,672,79958.54,0.0
93,62496,-1080.7606,-1.608275,672,102462.85,0.0
94,63168,-1051.5796,-1.564851,672,99151.26,0.0
95,63840,-966.8029,-1.438695,672,92296.28,0.0
96,64512,-789.1873,-1.174386,672,73163.71,0.0
97,65184,-968.5122,-1.441238,672,92017.22,0.0
98,65856,-972.9014,-1.44777,672,91808.08,0.0
99,66528,-799.1051,-1.189145,672,73520.44,0.0
100,67200,-962.6959,-1.432583,672,91582.02,0.0
101,67872,-952.5162,-1.417435,672,90638.93,0.0
102,68544,-822.2056,-1.22352,672,77784.64,0.0
103,69216,-956.4184,-1.423242,672,90991.38,0.0
104,69888,-765.6509,-1.139361,672,72130.8,0.0
105,70560,-1094.0102,-1.627991,672,105352.99,0.0
106,71232,-992.7582,-1.477319,672,93859.2,0.0
107,71904,-927.815,-1.380677,672,88589.33,0.0
108,72576,-952.0542,-1.416747,672,91729.18,0.0
109,73248,-1015.4978,-1.511157,672,95955.43,0.0
110,73920,-937.0569,-1.39443,672,89053.19,0.0
111,74592,-969.7806,-1.443126,672,92367.37,0.0
112,75264,-1030.4409,-1.533394,672,97259.12,0.0
113,75936,-810.7351,-1.206451,672,75285.03,0.0
114,76608,-1086.6644,-1.61706,672,104379.29,0.0
115,77280,-815.3884,-1.213376,672,76569.25,0.0
116,77952,-918.6714,-1.367071,672,86955.53,0.0
117,78624,-952.1958,-1.416958,672,90305.44,0.0
118,79296,-1014.8171,-1.510145,672,95959.98,0.0
119,79968,-960.847,-1.429832,672,90752.65,0.0
120,80640,-1028.2291,-1.530103,672,98501.91,0.0
121,81312,-915.3479,-1.362125,672,86887.62,0.0
122,81984,-923.8801,-1.374822,672,87694.56,0.0
123,82656,-934.4816,-1.390598,672,88617.29,0.0
124,83328,-762.823,-1.135153,672,70535.55,0.0
125,84000,-759.5025,-1.130212,672,70057.97,0.0
126,84672,-946.5109,-1.408498,672,89513.09,0.0
127,85344,-1104.0179,-1.642884,672,105050.49,0.0
128,86016,-847.9106,-1.261772,672,78747.11,0.0
129,86688,-776.9913,-1.156237,672,72827.91,0.0
130,87360,-1000.3744,-1.488652,672,95242.62,0.0
131,88032,-963.2822,-1.433456,672,90261.41,0.0
132,88704,-970.1722,-1.443709,672,92892.76,0.0
133,89376,-1071.3454,-1.594264,672,102736.1,0.0
134,90048,-818.5712,-1.218112,672,76007.09,0.0
135,90720,-1064.8015,-1.584526,672,101807.35,0.0
136,91392,-1099.2969,-1.635858,672,105452.38,0.0
137,92064,-1068.8984,-1.590623,672,101642.86,0.0
