episode,timestep,reward_sum,reward_mean,steps,energy_cost_zar,demand_charge_zar
1,672,-1042.4156,-1.551214,672,100003.24,0.0
2,1344,-1707.4219,-2.540806,672,165836.7,0.0
3,2016,-1267.1061,-1.885575,672,121290.52,0.0
4,2688,-1081.6048,-1.609531,672,103767.32,0.0
5,3360,-1577.3341,-2.347223,672,153259.23,0.0
6,4032,-1575.7075,-2.344803,672,153918.94,0.0
7,4704,-1055.0401,-1.57,672,101232.46,0.0
8,5376,-887.4406,-1.320596,672,82917.9,0.0
9,6048,-1173.5754,-1.746392,672,112355.61,0.0
10,6720,-837.9127,-1.246894,672,78490.35,0.0
11,7392,-867.0557,-1.290261,672,79985.18,0.0
12,8064,-975.635,-1.451838,672,91991.14,0.0
13,8736,-1106.5573,-1.646663,672,105596.86,0.0
14,9408,-863.5042,-1.284976,672,80777.73,0.0
15,10080,-906.424,-1.348845,672,74548.11,9660.0
16,10752,-943.6601,-1.404256,672,87965.03,0.0
17,11424,-947.1101,-1.40939,672,89161.84,0.0
18,12096,-1112.809,-1.655966,672,105959.39,0.0
19,12768,-895.5902,-1.332723,672,80696.58,0.0
20,13440,-942.1443,-1.402,672,86660.11,0.0
21,14112,-898.0736,-1.336419,672,82242.79,0.0
22,14784,-825.9741,-1.229128,672,75682.98,0.0
23,15456,-916.5123,-1.363858,672,85880.89,0.0
24,16128,-948.5731,-1.411567,672,89915.06,0.0
25,16800,-776.7612,-1.155895,672,71733.78,0.0
26,17472,-911.1065,-1.355813,672,86550.96,0.0
27,18144,-1115.1828,-1.659498,672,106440.77,0.0
28,18816,-949.9164,-1.413566,672,89660.1,0.0
29,19488,-937.3107,-1.394808,672,86602.35,0.0
30,20160,-922.3526,-1.372549,672,87019.79,0.0
31,20832,-884.0661,-1.315575,672,82818.66,0.0
32,21504,-919.1386,-1.367766,672,86577.31,0.0
33,22176,-771.7327,-1.148412,672,71951.59,0.0
34,22848,-875.3116,-1.302547,672,80898.54,0.0
35,23520,-852.2898,-1.268288,672,78716.86,0.0
36,24192,-974.4271,-1.45004,672,92882.0,0.0
37,24864,-823.9701,-1.226146,672,75842.81,0.0
38,25536,-951.9241,-1.416554,672,88936.81,0.0
39,26208,-840.9761,-1.251453,672,78424.28,0.0
40,26880,-886.1328,-1.31865,672,81951.72,0.0
41,27552,-861.5752,-1.282106,672,78693.35,0.0
42,28224,-915.5095,-1.362365,672,86151.67,0.0
43,28896,-843.0586,-1.254552,672,77384.84,0.0
44,29568,-869.3843,-1.293727,672,79515.29,0.0
45,30240,-1109.8875,-1.651618,672,105982.45,0.0
46,30912,-1122.6679,-1.670637,672,106989.95,0.0
47,31584,-1071.0718,-1.593857,672,101939.54,0.0
48,32256,-826.3902,-1.229747,672,76144.22,0.0
49,32928,-822.7531,-1.224335,672,74927.15,0.0
50,33600,-883.9494,-1.315401,672,80518.76,0.0
51,34272,-1088.7271,-1.62013,672,103090.6,0.0
52,34944,-876.9699,-1.305015,672,80181.21,0.0
53,35616,-818.2123,-1.217578,672,75174.17,0.0
54,36288,-976.9,-1.45372,672,90859.05,0.0
55,36960,-809.838,-1.205116,672,75416.12,0.0
56,37632,-805.2654,-1.198312,672,72623.26,0.0
57,38304,-865.6089,-1.288108,672,79555.89,0.0
58,38976,-1074.2767,-1.598626,672,101439.21,0.0
59,39648,-940.9895,-1.400282,672,88777.12,0.0
