episode,timestep,reward_sum,reward_mean,steps,energy_cost_zar,demand_charge_zar
1,672,-1736.2836,-2.583755,672,169706.08,0.0
2,1344,-1277.804,-1.901494,672,123911.22,0.0
3,2016,-1133.2893,-1.686442,672,107529.11,0.0
4,2688,-962.6316,-1.432488,672,92006.47,0.0
5,3360,-1139.2776,-1.695354,672,109281.51,0.0
6,4032,-1208.0026,-1.797623,672,116638.88,0.0
7,4704,-1035.3423,-1.540688,672,98045.19,0.0
8,5376,-1425.7548,-2.121659,672,139799.19,0.0
9,6048,-893.9895,-1.330342,672,84012.54,0.0
10,6720,-1286.8287,-1.914924,672,124468.19,0.0
11,7392,-1017.9357,-1.514785,672,97082.33,0.0
12,8064,-1014.8848,-1.510245,672,97673.26,0.0
13,8736,-924.4078,-1.375607,672,88719.09,0.0
14,9408,-858.9905,-1.27826,672,81094.38,0.0
15,10080,-791.8717,-1.17838,672,75371.61,0.0
16,10752,-930.1982,-1.384223,672,88507.36,0.0
17,11424,-854.2152,-1.271154,672,78953.68,0.0
18,12096,-1097.8134,-1.633651,672,104500.29,0.0
19,12768,-955.0789,-1.421248,672,90570.38,0.0
20,13440,-1082.7855,-1.611288,672,103763.05,0.0
21,14112,-980.2483,-1.458703,672,92044.37,0.0
22,14784,-1104.729,-1.643942,672,105996.13,0.0
23,15456,-856.4762,-1.274518,672,79950.49,0.0
24,16128,-1133.617,-1.68693,672,108761.54,0.0
25,16800,-776.7803,-1.155923,672,71507.26,0.0
26,17472,-900.2059,-1.339592,672,72225.03,11250.0
27,18144,-935.8357,-1.392613,672,87665.34,0.0
28,18816,-794.5449,-1.182358,672,74342.64,0.0
29,19488,-1136.5631,-1.691314,672,108798.21,0.0
30,20160,-870.9692,-1.296085,672,80839.88,0.0
31,20832,-796.644,-1.185482,672,75195.15,0.0
32,21504,-1125.1336,-1.674306,672,105891.01,0.0
33,22176,-831.7367,-1.237703,672,76667.72,0.0
34,22848,-882.3808,-1.313067,672,82080.24,0.0
35,23520,-795.3958,-1.183625,672,73314.14,0.0
36,24192,-993.5124,-1.478441,672,95932.49,0.0
37,24864,-1114.8856,-1.659056,672,106713.72,0.0
38,25536,-795.7455,-1.184145,672,73986.53,0.0
39,26208,-1086.493,-1.616805,672,103399.06,0.0
40,26880,-945.7712,-1.407398,672,90082.2,0.0
41,27552,-884.684,-1.316494,672,82220.77,0.0
42,28224,-781.0128,-1.162221,672,71733.06,0.0
43,28896,-1062.4782,-1.581069,672,101371.31,0.0
44,29568,-861.0693,-1.281353,672,78987.99,0.0
