episode,timestep,reward_sum,reward_mean,steps,energy_cost_zar,demand_charge_zar
1,672,-1724.8917,-2.566803,672,167357.82,0.0
2,1344,-1288.2083,-1.916977,672,122862.16,0.0
3,2016,-1173.1451,-1.745752,672,112331.89,0.0
4,2688,-1100.7315,-1.637993,672,105232.31,0.0
5,3360,-1538.1983,-2.288986,672,149598.44,0.0
6,4032,-949.8807,-1.413513,672,90061.73,0.0
7,4704,-1020.4456,-1.51852,672,97962.8,0.0
8,5376,-1003.3841,-1.493131,672,83589.58,12750.0
9,6048,-1186.7693,-1.766026,672,114266.62,0.0
10,6720,-919.5126,-1.368322,672,86277.39,0.0
11,7392,-970.6592,-1.444433,672,88901.87,0.0
12,8064,-1002.0869,-1.491201,672,92056.71,0.0
13,8736,-1158.075,-1.723326,672,108144.31,0.0
14,9408,-1138.1911,-1.693737,672,108474.71,0.0
15,10080,-1015.6435,-1.511374,672,94056.44,0.0
16,10752,-994.9177,-1.480532,672,96216.74,0.0
17,11424,-818.7439,-1.218369,672,73740.31,0.0
18,12096,-837.3704,-1.246087,672,79107.9,0.0
19,12768,-969.6608,-1.442948,672,90320.25,0.0
20,13440,-1199.9971,-1.78571,672,112851.5,0.0
21,14112,-865.7581,-1.288331,672,78461.3,0.0
22,14784,-1048.6012,-1.560418,672,98372.79,0.0
23,15456,-904.4858,-1.345961,672,85443.5,0.0
24,16128,-942.9815,-1.403246,672,90490.2,0.0
25,16800,-1138.6539,-1.694425,672,108961.68,0.0
26,17472,-851.9193,-1.267737,672,77346.53,0.0
27,18144,-1113.1516,-1.656476,672,105402.22,0.0
28,18816,-967.6239,-1.439917,672,92125.19,0.0
29,19488,-974.3442,-1.449917,672,92775.48,0.0
30,20160,-991.235,-1.475052,672,92523.07,0.0
31,20832,-846.2569,-1.259311,672,78214.37,0.0
32,21504,-913.1772,-1.358895,672,84132.49,0.0
33,22176,-893.0844,-1.328995,672,82001.15,0.0
34,22848,-1006.6315,-1.497963,672,93674.71,0.0
35,23520,-1098.1634,-1.634172,672,103830.33,0.0
36,24192,-892.417,-1.328002,672,82837.95,0.0
37,24864,-895.1165,-1.332019,672,83007.24,0.0
38,25536,-817.432,-1.216417,672,74763.6,0.0
39,26208,-788.3347,-1.173117,672,71670.33,0.0
40,26880,-821.7884,-1.222899,672,75218.76,0.0
41,27552,-789.857,-1.175382,672,70593.26,0.0
42,28224,-889.2925,-1.323352,672,81637.86,0.0
43,28896,-1172.2626,-1.744438,672,111338.23,0.0
44,29568,-973.2121,-1.448232,672,90871.09,0.0
45,30240,-828.1014,-1.232294,672,78772.23,0.0
46,30912,-813.5615,-1.210657,672,74850.98,0.0
47,31584,-1158.4543,-1.72389,672,110338.95,0.0
48,32256,-951.6655,-1.416169,672,88435.17,0.0
49,32928,-1012.9716,-1.507398,672,94242.06,0.0
50,33600,-1096.9906,-1.632427,672,104938.06,0.0
51,34272,-983.0558,-1.462881,672,92201.72,0.0
52,34944,-966.9909,-1.438975,672,90532.87,0.0
53,35616,-1123.6559,-1.672107,672,107377.81,0.0
54,36288,-895.27,-1.332247,672,82274.26,0.0
55,36960,-909.6329,-1.35362,672,85710.64,0.0
56,37632,-1114.9446,-1.659144,672,106423.65,0.0
57,38304,-814.2045,-1.211614,672,75075.38,0.0
58,38976,-1089.8238,-1.621762,672,103763.47,0.0
59,39648,-847.0318,-1.260464,672,78459.83,0.0
60,40320,-806.7118,-1.200464,672,75491.96,0.0
61,40992,-1120.8937,-1.667997,672,105635.74,0.0
62,41664,-814.2051,-1.211615,672,75443.3,0.0
63,42336,-916.412,-1.363708,672,86942.41,0.0
64,43008,-921.3876,-1.371112,672,84261.07,0.0
65,43680,-826.2009,-1.229466,672,76327.84,0.0
66,44352,-797.4488,-1.18668,672,74094.42,0.0
67,45024,-1077.0092,-1.602692,672,101255.61,0.0
68,45696,-898.8009,-1.337501,672,84272.41,0.0
69,46368,-864.1994,-1.286011,672,81500.87,0.0
70,47040,-771.7107,-1.148379,672,70063.26,0.0
71,47712,-1103.6402,-1.642322,672,105271.11,0.0
72,48384,-794.1262,-1.181735,672,72202.49,0.0
73,49056,-1067.4046,-1.5884,672,101799.59,0.0
74,49728,-784.4455,-1.16733,672,73250.75,0.0
75,50400,-927.769,-1.380609,672,88195.97,0.0
76,51072,-1095.9665,-1.630903,672,104357.56,0.0
77,51744,-812.0977,-1.208479,672,74464.73,0.0
78,52416,-782.5377,-1.164491,672,73091.98,0.0
79,53088,-1063.9899,-1.583318,672,100306.36,0.0
80,53760,-993.3837,-1.47825,672,94682.88,0.0
81,54432,-1145.234,-1.704217,672,110623.73,0.0
82,55104,-778.0432,-1.157802,672,71762.95,0.0
83,55776,-1094.8509,-1.629242,672,104108.73,0.0
84,56448,-964.5218,-1.4353,672,91134.15,0.0
85,57120,-918.365,-1.366615,672,86887.07,0.0
86,57792,-932.2526,-1.387281,672,88241.15,0.0
87,58464,-774.6168,-1.152704,672,71936.43,0.0
88,59136,-777.5845,-1.15712,672,71080.4,0.0
