start,policy,cost,energy,demand,chg_steps,dis_steps,chg_steps_paid,dis_steps_paid,n_windows_paid,reward_med,reward_std,reward_min,mean_r_chg,mean_r_dis,max_demand_zar,paid_on_pairclose_frac
21760,naive_chg,99498.38916000004,99498.38916000004,0.0,,,,,,,,,,,,
21760,b0,91935.7439409482,91935.7439409482,0.0,,,,,,,,,,,,
21760,random,115761.18367069522,115761.18367069522,0.0,333.0,310.0,0.0,0.0,0.0,-1.652339209121333,0.8284982075688386,-6.0576327588885155,-2.0417371900747234,-1.6045328944159694,0.0,0.0
21761,naive_chg,99729.46625000004,99729.46625000004,0.0,,,,,,,,,,,,
21761,b0,92138.25524856035,92138.25524856035,0.0,,,,,,,,,,,,
21761,random,116110.51352263402,116110.51352263402,0.0,329.0,312.0,0.0,0.0,0.0,-1.6411430588080562,0.816331372173562,-5.283233871188618,-2.003866876624781,-1.6418963146788343,0.0,0.0
21771,naive_chg,99471.47415634371,99471.47415634371,0.0,,,,,,,,,,,,
21771,b0,91841.76969976306,91841.76969976306,0.0,,,,,,,,,,,,
21771,random,113668.04844001686,113668.04844001686,0.0,308.0,328.0,0.0,0.0,0.0,-1.629911183832601,0.8270912912357312,-5.979352187431805,-2.008067336970313,-1.5729496225033834,0.0,0.0
21774,naive_chg,99489.78961312292,99489.78961312292,0.0,,,,,,,,,,,,
21774,b0,91858.67060812609,91858.67060812609,0.0,,,,,,,,,,,,
21774,random,116154.56077104424,116154.56077104424,0.0,319.0,319.0,0.0,0.0,0.0,-1.642260262479533,0.8656703661329894,-5.625588138981568,-2.0519175424641536,-1.6057769126138373,0.0,0.0
21777,naive_chg,99205.60853000006,99205.60853000006,0.0,,,,,,,,,,,,
21777,b0,91541.85899992315,91541.85899992315,0.0,,,,,,,,,,,,
21777,random,113226.60024245824,113226.60024245824,0.0,310.0,328.0,0.0,0.0,0.0,-1.6165708308541515,0.8389504985790593,-5.4924066204457125,-2.046943670150758,-1.5192866409423451,0.0,0.0
25727,naive_chg,102371.72791248582,102371.72791248582,0.0,,,,,,,,,,,,
25727,b0,94808.39423747764,94808.39423747764,0.0,,,,,,,,,,,,
25727,random,117225.69687985413,117225.69687985413,0.0,310.0,334.0,0.0,0.0,0.0,-1.6799927780579413,0.8301509454280953,-5.4331626048974995,-2.0986232102841034,-1.6026268114061593,0.0,0.0
25730,naive_chg,102703.55217711949,102703.55217711949,0.0,,,,,,,,,,,,
25730,b0,95150.2275014001,95150.2275014001,0.0,,,,,,,,,,,,
25730,random,117194.98543084098,117194.98543084098,0.0,315.0,327.0,0.0,0.0,0.0,-1.6572775705187257,0.8682746270025369,-5.282198312537129,-2.0319313732965756,-1.5808438496013348,0.0,0.0
25734,naive_chg,102604.81562441442,102604.81562441442,0.0,,,,,,,,,,,,
25734,b0,95058.98591831553,95058.98591831553,0.0,,,,,,,,,,,,
25734,random,117150.89493796178,117150.89493796178,0.0,341.0,309.0,0.0,0.0,0.0,-1.6664157139864464,0.8307551883506742,-6.2110712253953055,-2.0315036533934308,-1.6449513844134571,0.0,0.0
25738,naive_chg,103103.77126738627,103103.77126738627,0.0,,,,,,,,,,,,
25738,b0,95534.54669885765,95534.54669885765,0.0,,,,,,,,,,,,
25738,random,117949.86808554102,117949.86808554102,0.0,313.0,329.0,0.0,0.0,0.0,-1.6553672307419374,0.881281873947586,-5.854119405248058,-2.094432419170562,-1.5876151494323645,0.0,0.0
25740,naive_chg,102886.24749000002,102886.24749000002,0.0,,,,,,,,,,,,
25740,b0,95397.90869166968,95397.90869166968,0.0,,,,,,,,,,,,
25740,random,117594.68282558679,117594.68282558679,0.0,333.0,301.0,0.0,0.0,0.0,-1.668729391980829,0.8519160365264472,-5.372791247858853,-2.0944595292487405,-1.5744468493766215,0.0,0.0
25748,naive_chg,102957.46440000003,102957.46440000003,0.0,,,,,,,,,,,,
25748,b0,95482.9573655354,95482.9573655354,0.0,,,,,,,,,,,,
25748,random,119028.61422526518,119028.61422526518,0.0,341.0,292.0,0.0,0.0,0.0,-1.698248211198504,0.8454835160328655,-5.8238286760801525,-2.0834285854571535,-1.6278482049777407,0.0,0.0
25750,naive_chg,102217.99993000003,102217.99993000003,0.0,,,,,,,,,,,,
25750,b0,94758.48410636617,94758.48410636617,0.0,,,,,,,,,,,,
25750,random,118324.66749315911,118324.66749315911,0.0,323.0,308.0,0.0,0.0,0.0,-1.677513508185594,0.8578564716741316,-5.4253223928634595,-2.0952655163673373,-1.617817197130461,0.0,0.0
25758,naive_chg,102455.12768679175,102455.12768679175,0.0,,,,,,,,,,,,
25758,b0,94938.4763241891,94938.4763241891,0.0,,,,,,,,,,,,
25758,random,119608.21159604797,119608.21159604797,0.0,326.0,314.0,0.0,0.0,0.0,-1.6658968004703227,0.8920260442716784,-6.67515393374547,-2.1329221375019736,-1.6271154908032222,0.0,0.0
25770,naive_chg,102860.65048895669,102860.65048895669,0.0,,,,,,,,,,,,
25770,b0,95266.3826802107,95266.3826802107,0.0,,,,,,,,,,,,
25770,random,116924.37739407318,116924.37739407318,0.0,320.0,317.0,0.0,0.0,0.0,-1.6464720173703733,0.7891619103432341,-5.188154141374876,-2.0110540687726575,-1.632989989699252,0.0,0.0
25777,naive_chg,102057.84752017373,102057.84752017373,0.0,,,,,,,,,,,,
25777,b0,94463.57971142774,94463.57971142774,0.0,,,,,,,,,,,,
25777,random,116894.61241651847,116894.61241651847,0.0,321.0,318.0,0.0,0.0,0.0,-1.6910194341904392,0.812252409979759,-6.169506968353229,-2.0512575252676712,-1.645248444546481,0.0,0.0
25780,naive_chg,102048.4642452438,102048.4642452438,0.0,,,,,,,,,,,,
25780,b0,94517.01887115889,94517.01887115889,0.0,,,,,,,,,,,,
25780,random,118882.05084447004,118882.05084447004,0.0,324.0,317.0,0.0,0.0,0.0,-1.6778403388798067,0.8053841681856732,-6.056667494812366,-2.015127597770613,-1.6931979903594905,0.0,0.0
25788,naive_chg,102651.40843165816,102651.40843165816,0.0,,,,,,,,,,,,
25788,b0,95103.0367524434,95103.0367524434,0.0,,,,,,,,,,,,
25788,random,120537.85738075348,120537.85738075348,0.0,326.0,313.0,0.0,0.0,0.0,-1.6636072581372172,0.8849879331570513,-5.864909958523509,-2.1349249673942112,-1.6226579023052266,0.0,0.0
25802,naive_chg,102023.73158000005,102023.73158000005,0.0,,,,,,,,,,,,
25802,b0,94543.03001178382,94543.03001178382,0.0,,,,,,,,,,,,
25802,random,116183.24960682318,116183.24960682318,0.0,306.0,332.0,0.0,0.0,0.0,-1.6511593009252297,0.8369732488276249,-5.478749029036125,-2.0114887302586517,-1.6273090736810332,0.0,0.0
25805,naive_chg,101786.51970000006,101786.51970000006,0.0,,,,,,,,,,,,
25805,b0,94311.18043083556,94311.18043083556,0.0,,,,,,,,,,,,
25805,random,115936.5433914099,115936.5433914099,0.0,315.0,324.0,0.0,0.0,0.0,-1.6498897614462587,0.8740065545539151,-5.775384856841651,-2.0902210378186403,-1.5312468750520585,0.0,0.0
25807,naive_chg,101585.31637000006,101585.31637000006,0.0,,,,,,,,,,,,
25807,b0,94058.69515852538,94058.69515852538,0.0,,,,,,,,,,,,
25807,random,116586.21850373308,116586.21850373308,0.0,329.0,310.0,0.0,0.0,0.0,-1.6618738948676632,0.8641533428398839,-5.333954166524192,-2.0465482645644655,-1.6309804122082254,0.0,0.0
25810,naive_chg,101592.69590000006,101592.69590000006,0.0,,,,,,,,,,,,
25810,b0,94014.41806204473,94014.41806204473,0.0,,,,,,,,,,,,
25810,random,118359.1372741308,118359.1372741308,0.0,317.0,319.0,0.0,0.0,0.0,-1.665326019301409,0.8736371290425177,-5.535014339831941,-2.1286438256245326,-1.6178000022331684,0.0,0.0
25816,naive_chg,102383.34457487297,102383.34457487297,0.0,,,,,,,,,,,,
25816,b0,94839.9707353301,94839.9707353301,0.0,,,,,,,,,,,,
25816,random,119190.41997941684,119190.41997941684,0.0,344.0,304.0,0.0,0.0,0.0,-1.6721653157924428,0.8557412057644314,-5.332262671443613,-2.043947281573162,-1.6589881707353655,0.0,0.0
25819,naive_chg,102223.86799000009,102223.86799000009,0.0,,,,,,,,,,,,
25819,b0,94755.82932942681,94755.82932942681,0.0,,,,,,,,,,,,
25819,random,116623.34858187701,116623.34858187701,0.0,298.0,346.0,0.0,0.0,0.0,-1.657625391508052,0.8431007680003317,-5.564938591875208,-2.031421965128898,-1.6242570987322382,0.0,0.0
25823,naive_chg,102549.1007700001,102549.1007700001,0.0,,,,,,,,,,,,
25823,b0,95020.08859047032,95020.08859047032,0.0,,,,,,,,,,,,
25823,random,118396.1927872037,118396.1927872037,0.0,333.0,305.0,0.0,0.0,0.0,-1.67695284783584,0.8641400680409163,-5.502268133859134,-2.02380276380632,-1.6679675518945543,0.0,0.0
30436,naive_chg,158345.02015000005,158345.02015000005,0.0,,,,,,,,,,,,
30436,b0,131593.6562993034,131593.6562993034,0.0,,,,,,,,,,,,
30436,random,180592.60306536377,180592.60306536377,0.0,322.0,307.0,0.0,0.0,0.0,-1.7495260360829,2.9879984871774328,-18.600832883651325,-3.415457632577733,-2.0941148411829973,0.0,0.0
30441,naive_chg,158786.73285,158786.73285,0.0,,,,,,,,,,,,
30441,b0,131797.29961804664,131797.29961804664,0.0,,,,,,,,,,,,
30441,random,183514.2682377149,183514.2682377149,0.0,305.0,335.0,0.0,0.0,0.0,-1.7099162839178952,3.0459658960212868,-18.74079440309767,-3.684836243459965,-1.995870185794089,0.0,0.0
30446,naive_chg,157975.91634999998,157975.91634999998,0.0,,,,,,,,,,,,
30446,b0,131226.30702814733,131226.30702814733,0.0,,,,,,,,,,,,
30446,random,184562.4421454854,184562.4421454854,0.0,282.0,348.0,0.0,0.0,0.0,-1.7131615441928065,3.1584221847097145,-21.461626627415537,-3.9288752511204086,-1.9206287195684266,0.0,0.0
30456,naive_chg,158679.92484999998,158679.92484999998,0.0,,,,,,,,,,,,
30456,b0,131876.08323230429,131876.08323230429,0.0,,,,,,,,,,,,
30456,random,182671.1122504263,182671.1122504263,0.0,336.0,298.0,0.0,0.0,0.0,-1.74821156508049,3.0444109634157592,-18.04992334308186,-3.6128308749368125,-1.9745350118910285,0.0,0.0
30463,naive_chg,159032.80204999994,159032.80204999994,0.0,,,,,,,,,,,,
30463,b0,131755.9479375137,131755.9479375137,0.0,,,,,,,,,,,,
30463,random,180746.5121328173,180746.5121328173,0.0,302.0,338.0,0.0,0.0,0.0,-1.7085476578566847,2.9794216865325045,-19.156475120741444,-3.521528815471093,-2.109397911745541,0.0,0.0
30471,naive_chg,158632.04328010936,158632.04328010936,0.0,,,,,,,,,,,,
30471,b0,131345.82154573494,131345.82154573494,0.0,,,,,,,,,,,,
30471,random,187497.82809127102,187497.82809127102,0.0,309.0,326.0,0.0,0.0,0.0,-1.757902150086832,3.232853912698475,-18.092458167347274,-3.9668640378872175,-1.920675932023466,0.0,0.0
30484,naive_chg,159497.72495,159497.72495,0.0,,,,,,,,,,,,
30484,b0,132419.31765057766,132419.31765057766,0.0,,,,,,,,,,,,
30484,random,188528.79182119842,188528.79182119842,0.0,334.0,306.0,0.0,0.0,0.0,-1.7547643680063163,3.1657119928715085,-20.074541088277652,-3.893822262643671,-1.816934464773684,0.0,0.0
30491,naive_chg,160945.79494999998,160945.79494999998,0.0,,,,,,,,,,,,
30491,b0,134124.488193874,134124.488193874,0.0,,,,,,,,,,,,
30491,random,183066.0539592533,183066.0539592533,0.0,311.0,319.0,0.0,0.0,0.0,-1.7147815249226723,3.1325394719072714,-18.34654195445347,-3.942312802008646,-1.7497205573136863,0.0,0.0
30495,naive_chg,160097.64741693618,160097.64741693618,0.0,,,,,,,,,,,,
30495,b0,133101.25131326297,133101.25131326297,0.0,,,,,,,,,,,,
30495,random,176877.00800031528,176877.00800031528,0.0,300.0,338.0,0.0,0.0,0.0,-1.7018075917109299,2.826934062618791,-18.01249989370013,-3.4919834243451713,-2.0353033108070466,0.0,0.0
30499,naive_chg,160203.27395,160203.27395,0.0,,,,,,,,,,,,
30499,b0,133400.4789924197,133400.4789924197,0.0,,,,,,,,,,,,
30499,random,178791.21401023434,178791.21401023434,0.0,311.0,328.0,0.0,0.0,0.0,-1.6991189495033816,2.922324153165877,-20.959814450520053,-3.591089867276805,-1.9457472415874764,0.0,0.0
30500,naive_chg,160650.73785,160650.73785,0.0,,,,,,,,,,,,
30500,b0,133884.7645686487,133884.7645686487,0.0,,,,,,,,,,,,
30500,random,181687.2635129172,181687.2635129172,0.0,305.0,342.0,0.0,0.0,0.0,-1.6944990848261625,3.0729993516661676,-18.35625567902212,-3.7595716363337415,-1.9147951938867858,0.0,0.0
30520,naive_chg,160183.65824999995,160183.65824999995,0.0,,,,,,,,,,,,
30520,b0,133472.21348377317,133472.21348377317,0.0,,,,,,,,,,,,
30520,random,178103.34125204,178103.34125204,0.0,331.0,303.0,0.0,0.0,0.0,-1.7459576570643742,2.822051542407919,-19.50762481903253,-3.5014443649037528,-1.9809949926665806,0.0,0.0
30524,naive_chg,159493.41155,159493.41155,0.0,,,,,,,,,,,,
30524,b0,132531.4146507011,132531.4146507011,0.0,,,,,,,,,,,,
30524,random,183183.99250853868,183183.99250853868,0.0,319.0,322.0,0.0,0.0,0.0,-1.7124776220318876,3.0327259362306602,-19.10767163588031,-3.792678144671349,-1.864827388614984,0.0,0.0
30525,naive_chg,159644.20486075064,159644.20486075064,0.0,,,,,,,,,,,,
30525,b0,132661.47854255867,132661.47854255867,0.0,,,,,,,,,,,,
30525,random,180456.57696037955,180456.57696037955,0.0,322.0,315.0,0.0,0.0,0.0,-1.7185528419604559,2.9817080916073753,-20.75097645360964,-3.6479880908853173,-1.910832026993824,0.0,0.0
30530,naive_chg,159407.14355000004,159407.14355000004,0.0,,,,,,,,,,,,
30530,b0,132681.0229247454,132681.0229247454,0.0,,,,,,,,,,,,
30530,random,182195.63118408606,182195.63118408606,0.0,324.0,320.0,0.0,0.0,0.0,-1.6886728607341492,3.0779744926384973,-21.37553048746257,-3.7504282528326254,-1.909694602786275,0.0,0.0
30543,naive_chg,159952.89135,159952.89135,0.0,,,,,,,,,,,,
30543,b0,136512.6284534724,136512.6284534724,0.0,,,,,,,,,,,,
30543,random,184520.30424160397,184520.30424160397,0.0,321.0,316.0,0.0,0.0,0.0,-1.7022751181022826,3.0961778706744507,-20.04629722496384,-3.8170738005844953,-1.8136386533783055,0.0,0.0
30555,naive_chg,159208.77184999996,159208.77184999996,0.0,,,,,,,,,,,,
30555,b0,129195.6046158395,129195.6046158395,0.0,,,,,,,,,,,,
30555,random,177974.3819617011,177974.3819617011,0.0,317.0,326.0,0.0,0.0,0.0,-1.6815267463874002,2.789578420783504,-18.270532524072806,-3.368996567142844,-2.0762646875545268,0.0,0.0
30574,naive_chg,161050.32480000003,161050.32480000003,0.0,,,,,,,,,,,,
30574,b0,130936.67807200676,130936.67807200676,0.0,,,,,,,,,,,,
30574,random,181211.49019129368,181211.49019129368,0.0,312.0,333.0,0.0,0.0,0.0,-1.6751112509651225,3.0383371392636676,-19.65524599913606,-3.7731325135530436,-1.8507967242840935,0.0,0.0
30599,naive_chg,161147.4003699999,161147.4003699999,0.0,,,,,,,,,,,,
30599,b0,128609.05825898984,128609.05825898984,0.0,,,,,,,,,,,,
30599,random,187690.7856411215,187690.7856411215,0.0,324.0,316.0,0.0,0.0,0.0,-1.7094443930532317,2.990638739648129,-18.659863116071616,-3.8216336701634535,-1.900724492984648,0.0,0.0
30607,naive_chg,161552.11232999997,161552.11232999997,0.0,,,,,,,,,,,,
30607,b0,131213.85992690496,131213.85992690496,0.0,,,,,,,,,,,,
30607,random,176965.93619522383,176965.93619522383,0.0,318.0,325.0,0.0,0.0,0.0,-1.718147401057002,2.7806129202734553,-19.84110057144795,-3.348566284555788,-2.014348411818653,0.0,0.0
30614,naive_chg,161538.58044999992,161538.58044999992,0.0,,,,,,,,,,,,
30614,b0,131154.94981091752,131154.94981091752,0.0,,,,,,,,,,,,
30614,random,180465.48473993127,180465.48473993127,0.0,342.0,287.0,0.0,0.0,0.0,-1.7148212149579707,2.9116115761077035,-19.080472909769245,-3.4746650039454523,-1.966592535361493,0.0,0.0
