start,policy,cost,energy,demand,chg_steps,dis_steps,chg_steps_paid,dis_steps_paid,n_windows_paid,reward_med,reward_std,reward_min,mean_r_chg,mean_r_dis,max_demand_zar,paid_on_pairclose_frac
18454,random,107321.65934291201,107321.65934291201,0.0,319.0,320.0,0.0,0.0,0.0,-1.5047008173393595,0.8726957715450132,-6.204031921146726,-1.910172661666829,-1.5294387316306637,0.0,0.0
18459,naive_chg,87229.13856000011,87229.13856000011,0.0,,,,,,,,,,,,
18459,b0,78497.42696868644,78497.42696868644,0.0,,,,,,,,,,,,
18459,random,107326.48909178171,107326.48909178171,0.0,355.0,293.0,0.0,0.0,0.0,-1.5130309115941514,0.8219980257268047,-5.89797757316879,-1.8622004689919007,-1.5185799281316819,0.0,0.0
18460,naive_chg,87701.05634000011,87701.05634000011,0.0,,,,,,,,,,,,
18460,b0,79007.74592338117,79007.74592338117,0.0,,,,,,,,,,,,
18460,random,105308.20111137985,105308.20111137985,0.0,314.0,326.0,0.0,0.0,0.0,-1.4865790439678568,0.8366138981084452,-5.354839228853855,-1.8724921450981942,-1.4565486341661702,0.0,0.0
18469,naive_chg,87314.4398100001,87314.4398100001,0.0,,,,,,,,,,,,
18469,b0,78304.03592063642,78304.03592063642,0.0,,,,,,,,,,,,
18469,random,106980.67921963858,106980.67921963858,0.0,324.0,313.0,0.0,0.0,0.0,-1.4894250265145534,0.8245760511179724,-5.303644829385704,-1.8848871440047121,-1.5230883289870432,0.0,0.0
18495,naive_chg,86360.69693000003,86360.69693000003,0.0,,,,,,,,,,,,
18495,b0,77350.3391894945,77350.3391894945,0.0,,,,,,,,,,,,
18495,random,105749.68337637464,105749.68337637464,0.0,321.0,321.0,0.0,0.0,0.0,-1.519717769197844,0.822478725743271,-5.328889383998355,-1.8271894892887457,-1.5293072831279166,0.0,0.0
18503,naive_chg,87303.22117000002,87303.22117000002,0.0,,,,,,,,,,,,
18503,b0,77981.00416420698,77981.00416420698,0.0,,,,,,,,,,,,
18503,random,107741.23249444923,107741.23249444923,0.0,320.0,309.0,0.0,0.0,0.0,-1.5195109286012878,0.8433729309760364,-6.126551413131115,-1.8727078334928706,-1.5206754016157025,0.0,0.0
18505,naive_chg,86805.78343561533,86805.78343561533,0.0,,,,,,,,,,,,
18505,b0,77580.87058393899,77580.87058393899,0.0,,,,,,,,,,,,
18505,random,108703.75602399113,108703.75602399113,0.0,321.0,319.0,0.0,0.0,0.0,-1.4996842789154625,0.8436068370085664,-5.25500974848437,-1.8453121737043467,-1.5451177213074643,0.0,0.0
18511,naive_chg,87314.67593000003,87314.67593000003,0.0,,,,,,,,,,,,
18511,b0,78291.5953516554,78291.5953516554,0.0,,,,,,,,,,,,
18511,random,108821.54592739757,108821.54592739757,0.0,332.0,306.0,0.0,0.0,0.0,-1.5483491509423781,0.8326284920069473,-5.690244970135314,-1.8788471797198314,-1.5288955664738069,0.0,0.0
18517,naive_chg,87420.21196000002,87420.21196000002,0.0,,,,,,,,,,,,
18517,b0,78410.12757746705,78410.12757746705,0.0,,,,,,,,,,,,
18517,random,107322.68178658067,107322.68178658067,0.0,330.0,316.0,0.0,0.0,0.0,-1.5369106671923283,0.81398227306283,-5.767109931152842,-1.8372191380353977,-1.5138268271900857,0.0,0.0
18524,naive_chg,87154.65637999999,87154.65637999999,0.0,,,,,,,,,,,,
18524,b0,78471.87520552818,78471.87520552818,0.0,,,,,,,,,,,,
18524,random,103558.80200306476,103558.80200306476,0.0,295.0,345.0,0.0,0.0,0.0,-1.4870678094885106,0.7846687251410941,-5.234104418100841,-1.7583851508282389,-1.5263228462415044,0.0,0.0
18527,naive_chg,86760.69033636052,86760.69033636052,0.0,,,,,,,,,,,,
18527,b0,78258.47077162468,78258.47077162468,0.0,,,,,,,,,,,,
18527,random,104702.8517009844,104702.8517009844,0.0,316.0,322.0,0.0,0.0,0.0,-1.5163981716607298,0.8109929872127372,-5.66421033585978,-1.7886358425991287,-1.544047360256078,0.0,0.0
21695,naive_chg,101045.93200441451,101045.93200441451,0.0,,,,,,,,,,,,
21695,b0,93464.17543997904,93464.17543997904,0.0,,,,,,,,,,,,
21695,random,114698.70084918615,114698.70084918615,0.0,302.0,334.0,0.0,0.0,0.0,-1.6113861766630508,0.802827782317666,-5.252228224879299,-2.055191961872985,-1.5347830597860115,0.0,0.0
21716,naive_chg,100794.1635000001,100794.1635000001,0.0,,,,,,,,,,,,
21716,b0,93188.79972927291,93188.79972927291,0.0,,,,,,,,,,,,
21716,random,114502.58214369131,114502.58214369131,0.0,323.0,312.0,0.0,0.0,0.0,-1.6136052922346316,0.8093949839551885,-5.310577864982957,-2.059826478654775,-1.549830851582788,0.0,0.0
21719,naive_chg,101086.4106700001,101086.4106700001,0.0,,,,,,,,,,,,
21719,b0,93484.05339929371,93484.05339929371,0.0,,,,,,,,,,,,
21719,random,118060.85532653921,118060.85532653921,0.0,316.0,312.0,0.0,0.0,0.0,-1.6287524223356096,0.8127301400368951,-5.370119590437588,-2.09208143162839,-1.6272993546776007,0.0,0.0
21726,naive_chg,100660.1761300001,100660.1761300001,0.0,,,,,,,,,,,,
21726,b0,93168.99716616502,93168.99716616502,0.0,,,,,,,,,,,,
21726,random,115634.50548570688,115634.50548570688,0.0,317.0,323.0,0.0,0.0,0.0,-1.62257912447415,0.869323356091432,-6.106959545354115,-2.072486672934105,-1.5768244289805076,0.0,0.0
21734,naive_chg,101035.19899857267,101035.19899857267,0.0,,,,,,,,,,,,
21734,b0,93408.95804503416,93408.95804503416,0.0,,,,,,,,,,,,
21734,random,116469.09774357593,116469.09774357593,0.0,310.0,337.0,0.0,0.0,0.0,-1.632712297809554,0.8410338040256721,-6.200690532321861,-2.1071901719621957,-1.5510337013197217,0.0,0.0
21755,naive_chg,99866.65995423454,99866.65995423454,0.0,,,,,,,,,,,,
21755,b0,92233.16306383818,92233.16306383818,0.0,,,,,,,,,,,,
21755,random,117587.04965807636,117587.04965807636,0.0,325.0,308.0,0.0,0.0,0.0,-1.6377665074692365,0.8603332273715024,-6.307005769417765,-2.055208557624405,-1.6396001567488265,0.0,0.0
21759,naive_chg,100325.60780000006,100325.60780000006,0.0,,,,,,,,,,,,
21759,b0,92783.73840618649,92783.73840618649,0.0,,,,,,,,,,,,
21759,random,114337.78386329836,114337.78386329836,0.0,319.0,317.0,0.0,0.0,0.0,-1.6253203020401492,0.788333754286792,-5.661834219550928,-1.9746085627141838,-1.5829031763638777,0.0,0.0
