episode,timestep,reward_sum,reward_mean,steps,energy_cost_zar,demand_charge_zar
1,672,-1724.8917,-2.566803,672,167357.82,0.0
2,1344,-1288.2083,-1.916977,672,122862.16,0.0
3,2016,-1174.3383,-1.747527,672,111994.35,0.0
4,2688,-1104.2413,-1.643216,672,106064.61,0.0
5,3360,-1533.0781,-2.281366,672,148952.62,0.0
6,4032,-935.4475,-1.392035,672,88876.14,0.0
7,4704,-1021.7936,-1.520526,672,98168.45,0.0
8,5376,-1021.8719,-1.520643,672,82962.38,14460.0
9,6048,-1191.5821,-1.773188,672,114511.39,0.0
10,6720,-905.8279,-1.347958,672,85882.41,0.0
11,7392,-928.6335,-1.381895,672,84756.45,0.0
12,8064,-974.8773,-1.45071,672,89681.54,0.0
13,8736,-1155.9293,-1.720133,672,108602.74,0.0
14,9408,-1123.4453,-1.671794,672,107000.72,0.0
15,10080,-1005.3331,-1.496031,672,94764.2,0.0
16,10752,-1007.0157,-1.498535,672,95284.46,0.0
17,11424,-806.3112,-1.199868,672,73021.11,0.0
18,12096,-830.8264,-1.236349,672,77009.57,0.0
19,12768,-981.2702,-1.460223,672,92437.93,0.0
20,13440,-1208.792,-1.798798,672,115389.54,0.0
21,14112,-845.9267,-1.258819,672,78465.82,0.0
22,14784,-1028.251,-1.530135,672,96452.71,0.0
23,15456,-897.3865,-1.335397,672,83840.9,0.0
24,16128,-926.6699,-1.378973,672,88415.1,0.0
25,16800,-1150.0989,-1.711457,672,109202.91,0.0
26,17472,-807.978,-1.202348,672,73893.38,0.0
27,18144,-1108.5671,-1.649653,672,104108.55,0.0
28,18816,-963.5187,-1.433808,672,90656.07,0.0
29,19488,-967.2593,-1.439374,672,91767.14,0.0
30,20160,-984.0072,-1.464296,672,91471.96,0.0
31,20832,-822.0067,-1.223224,672,77001.66,0.0
32,21504,-902.631,-1.343201,672,83538.45,0.0
33,22176,-888.9304,-1.322813,672,81930.17,0.0
34,22848,-979.1371,-1.457049,672,91087.84,0.0
35,23520,-1102.6596,-1.640862,672,103542.58,0.0
36,24192,-874.1034,-1.300749,672,80385.21,0.0
37,24864,-875.0077,-1.302095,672,80738.61,0.0
38,25536,-808.1127,-1.202549,672,74571.91,0.0
39,26208,-775.7547,-1.154397,672,71277.36,0.0
40,26880,-807.0834,-1.201017,672,74409.49,0.0
41,27552,-772.1401,-1.149018,672,69817.3,0.0
42,28224,-879.5852,-1.308907,672,80076.23,0.0
43,28896,-1219.456,-1.814667,672,117495.98,0.0
44,29568,-975.3907,-1.451474,672,91254.7,0.0
45,30240,-829.9323,-1.235018,672,78907.79,0.0
46,30912,-775.9495,-1.154687,672,70424.94,0.0
47,31584,-1178.0314,-1.753023,672,112522.75,0.0
48,32256,-945.7685,-1.407394,672,88533.51,0.0
49,32928,-1004.3333,-1.494544,672,93623.73,0.0
50,33600,-1135.2303,-1.689331,672,109282.79,0.0
51,34272,-976.7418,-1.453485,672,91403.58,0.0
52,34944,-968.6067,-1.441379,672,90915.12,0.0
53,35616,-1146.6697,-1.706354,672,110066.59,0.0
54,36288,-888.715,-1.322493,672,81944.74,0.0
55,36960,-918.3129,-1.366537,672,86734.14,0.0
56,37632,-1115.0997,-1.659374,672,106360.37,0.0
57,38304,-805.6396,-1.198868,672,74957.13,0.0
58,38976,-1066.3345,-1.586807,672,100805.33,0.0
59,39648,-846.1747,-1.259189,672,79690.14,0.0
60,40320,-804.1479,-1.196649,672,74851.96,0.0
61,40992,-1111.9206,-1.654644,672,105265.12,0.0
62,41664,-803.4414,-1.195597,672,75140.04,0.0
63,42336,-918.981,-1.367531,672,86814.15,0.0
64,43008,-913.8345,-1.359873,672,83872.76,0.0
65,43680,-823.4973,-1.225442,672,77881.21,0.0
66,44352,-794.6708,-1.182546,672,75174.57,0.0
67,45024,-1060.8961,-1.578714,672,99965.6,0.0
68,45696,-903.914,-1.34511,672,85132.22,0.0
69,46368,-875.5693,-1.302931,672,82253.87,0.0
70,47040,-768.1243,-1.143042,672,70098.67,0.0
71,47712,-1100.4152,-1.637523,672,105467.1,0.0
72,48384,-786.2729,-1.170049,672,71847.87,0.0
73,49056,-1046.7748,-1.557701,672,100005.7,0.0
74,49728,-781.0281,-1.162244,672,71588.5,0.0
75,50400,-930.3616,-1.384467,672,87735.87,0.0
76,51072,-1051.1129,-1.564156,672,99444.12,0.0
77,51744,-808.8452,-1.203639,672,75512.97,0.0
78,52416,-769.4182,-1.144968,672,72301.43,0.0
79,53088,-1077.1019,-1.60283,672,102314.57,0.0
80,53760,-991.2803,-1.475119,672,93571.24,0.0
81,54432,-1023.2204,-1.522649,672,97100.11,0.0
82,55104,-761.187,-1.132719,672,70287.88,0.0
83,55776,-1056.3778,-1.571991,672,100033.79,0.0
84,56448,-970.2236,-1.443785,672,91721.1,0.0
85,57120,-926.2401,-1.378333,672,87884.98,0.0
86,57792,-938.7393,-1.396934,672,88966.75,0.0
87,58464,-784.2258,-1.167003,672,72603.55,0.0
88,59136,-785.8816,-1.169467,672,72035.99,0.0
