episode,timestep,reward_sum,reward_mean,steps,energy_cost_zar,demand_charge_zar
1,672,-1042.4156,-1.551214,672,100003.24,0.0
2,1344,-1707.4219,-2.540806,672,165836.7,0.0
3,2016,-1267.8965,-1.886751,672,121367.67,0.0
4,2688,-1108.3991,-1.649403,672,106119.41,0.0
5,3360,-1542.9641,-2.296078,672,150069.98,0.0
6,4032,-1573.2575,-2.341157,672,154235.05,0.0
7,4704,-1170.6801,-1.742084,672,112520.53,0.0
8,5376,-1002.9181,-1.492438,672,95820.44,0.0
9,6048,-1253.9214,-1.865954,672,119703.63,0.0
10,6720,-929.8571,-1.383716,672,85402.37,0.0
11,7392,-922.5142,-1.372789,672,85771.35,0.0
12,8064,-1017.4885,-1.51412,672,96118.32,0.0
13,8736,-1209.7162,-1.800173,672,114722.13,0.0
14,9408,-903.9654,-1.345187,672,83537.22,0.0
15,10080,-946.4445,-1.4084,672,79762.47,9660.0
16,10752,-973.0641,-1.448012,672,90802.81,0.0
17,11424,-933.0347,-1.388444,672,85779.52,0.0
18,12096,-1234.8114,-1.837517,672,117518.45,0.0
19,12768,-916.247,-1.363463,672,83173.53,0.0
20,13440,-951.2899,-1.41561,672,88643.92,0.0
21,14112,-916.7931,-1.364275,672,85383.77,0.0
22,14784,-843.3609,-1.255001,672,79480.59,0.0
23,15456,-939.9049,-1.398668,672,88251.41,0.0
24,16128,-974.6749,-1.450409,672,90644.36,0.0
25,16800,-794.2647,-1.181941,672,73493.06,0.0
26,17472,-931.4744,-1.386123,672,89775.92,0.0
27,18144,-1143.0305,-1.700938,672,108713.34,0.0
28,18816,-976.1234,-1.452565,672,92628.06,0.0
29,19488,-967.7817,-1.440151,672,90401.39,0.0
30,20160,-957.1858,-1.424384,672,88206.89,0.0
31,20832,-920.5891,-1.369924,672,84197.19,0.0
32,21504,-944.4674,-1.405457,672,87923.01,0.0
33,22176,-796.0029,-1.184528,672,73146.67,0.0
34,22848,-909.0583,-1.352765,672,84359.18,0.0
35,23520,-847.1148,-1.260588,672,78750.13,0.0
36,24192,-1006.1655,-1.49727,672,94951.0,0.0
37,24864,-838.404,-1.247625,672,77847.79,0.0
38,25536,-981.2033,-1.460124,672,91068.91,0.0
39,26208,-863.1074,-1.284386,672,81529.38,0.0
40,26880,-901.5228,-1.341552,672,84311.57,0.0
41,27552,-966.1014,-1.437651,672,89319.36,0.0
42,28224,-938.1549,-1.396064,672,88947.63,0.0
43,28896,-893.7415,-1.329972,672,82279.2,0.0
44,29568,-904.5072,-1.345993,672,84257.1,0.0
45,30240,-1177.9193,-1.752856,672,111997.26,0.0
46,30912,-1165.5535,-1.734455,672,112796.87,0.0
47,31584,-1129.7127,-1.68112,672,107571.39,0.0
48,32256,-841.2723,-1.251893,672,78218.22,0.0
49,32928,-835.7108,-1.243617,672,76694.28,0.0
50,33600,-916.4243,-1.363727,672,83542.72,0.0
51,34272,-1095.6412,-1.630418,672,103160.39,0.0
52,34944,-893.7382,-1.329968,672,82406.01,0.0
53,35616,-839.5121,-1.249274,672,77516.57,0.0
54,36288,-999.941,-1.488008,672,92835.77,0.0
55,36960,-839.8522,-1.24978,672,75954.67,0.0
56,37632,-814.3265,-1.211795,672,75565.74,0.0
57,38304,-888.135,-1.321629,672,81847.34,0.0
58,38976,-1115.7402,-1.660328,672,104268.96,0.0
59,39648,-983.7002,-1.46384,672,90784.05,0.0
